subject_id,title,order_index,created_at,updated_at
6d0b7c26-4b43-445b-851e-424b3dfb46f6,"1: STRUCTURE OF CHROMOSOMES,CELL CYCLE AND CELL DIVISION",1,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,2: GENETICS,2,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,3: ABSORPTION BY ROOTS,3,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,4: TRANSPIRATION,4,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,5: PHOTOSYNTHESIS,5,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,6: CHEMICAL COORDINATION IN PLANTS,6,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,7: THE CIRCULATORY SYSTEM,7,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,8: THE EXCRETORY SYSTEM,8,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,9: THE NERVOUS SYSTEM,9,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,10: SENSE ORGANS,10,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,11: THE ENDOCRINE SYSTEM,11,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,12: THE REPRODUCTIVITY SYSTEM,12,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,13: HUMAN EVOLUTION,13,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,14: POPULATION- THE INCREASING NUMBERS & RISING PROBLEMS,14,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
6d0b7c26-4b43-445b-851e-424b3dfb46f6,15: POLLUTION - A RISING ENVIRONMENTAL PROBLEM,15,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,1: PERIODIC TABLE,1,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,2: CHEMICAL BONDING,2,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,"3: ACID, BASES AND SALTS",3,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,4: ANALYTICAL CHEMISTRY,4,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,5: MOLE CONCEPT,5,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,6: ELECTROLYSIS,6,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,7: METALLURGY,7,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,8: HYDROGEN CHLORIDE,8,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,9: AMMONIA,9,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,10: NITRIC ACID,10,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,11: SULPHURIC ACID,11,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,12: ORGANIC CHEMISTRY,12,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
c5464da0-6caf-40da-83e4-b22a01da1324,13: PRACTICAL CHEMISTRY,13,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
96ed75ca-69b2-48e7-a2a0-17ab11937d8a,1: STAKEHOLDERS IN COMMERCIAL ORGANISATIONS,1,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
96ed75ca-69b2-48e7-a2a0-17ab11937d8a,2: MARKETING AND SALES,2,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
96ed75ca-69b2-48e7-a2a0-17ab11937d8a,3: ADVERTISING AND SALES PROMOTION,3,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
96ed75ca-69b2-48e7-a2a0-17ab11937d8a,4: CONSUMER PROTECTION,4,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
96ed75ca-69b2-48e7-a2a0-17ab11937d8a,5: E-COMMERCE,5,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
96ed75ca-69b2-48e7-a2a0-17ab11937d8a,6: CAPITAL AND REVENUE EXPENDITURE&INCOME,6,2026-05-06T18:01:03.536117,2026-05-06T18:01:03.536117
